index,chunk_num,text
632,0,"It will import it, but just in case we just want a single class, we don't want to use any other we can after the dot, we can just write that single class's name as well."
633,0,It won't show us any error as we just want to use a specific class from this package.
634,0,So this is how you import any package.
635,0,"start_time,end_time,text"
636,0,"0.0,8.7,""Now moving further as we have already understood three types of operators arithmetic, relational"""
637,0,"8.7,9.7,and logical."
638,0,"9.7,15.38,""Now let us move on to assignment operators, one of which we have already used a simple"""
639,0,"15.38,18.1,equal to we have already used."
640,0,"18.1,24.54,We can let us understand what are the other operators that have been mentioned in the assignment"
641,0,"24.54,25.54,operator."
642,0,"25.54,27.54,So let us see."
643,0,"28.54,35.78,""So simply here we can see that a is equal to 12, that means that 12 is the value of"""
644,0,"35.78,36.78,a."
645,0,"36.78,41.94,Now we have a different way of overwriting it."
646,0,"41.94,46.06,So we can overwrite it simply as a is equal to 9."
647,0,"46.06,54.74,""So now when we try to print a, it will show us 9 rather than 12."""
648,0,"54.74,63.34,So like I said earlier that it raises the previous value now the value of a is 9 as we"
649,0,"63.34,65.46,have printing a."
650,0,"65.46,71.3,Now let us suppose we want to add a number to a."
651,0,"71.3,75.7,We want a is equal to a plus 5."
652,0,"75.7,84.7,Now what do we mean by this that here the result will be as per 12 plus 5."
653,0,"84.7,93.9,So now a new value would be assigned to a which would be 12 which is a plus 5."
654,0,"93.9,98.22,12 plus 5 would be 18."
655,0,"98.22,102.22,Let us compile it."
656,0,"102.22,108.06,So are we 17 it will be 17."
657,0,"108.06,112.46,So it has successfully added it."
658,0,"112.46,121.18,Now rather than doing this what we can simply do is a plus equal to."
659,0,"121.18,131.86,Now it will work in a similarly it is nothing but it is a is equal to a plus 5."
660,0,"131.86,139.34,So no difference here we can write it as this or we can write it as this."
661,0,"139.34,154.3,Now by let again no errors let us run it."
662,0,"154.3,156.74,I think the terminal is open."
663,0,"156.74,161.58,So no difference."
664,0,"161.58,166.74,So that would be assignment operators."
665,0,"166.74,173.62,So the other operators would also work in a similar way it will subtract multiply divide"
666,0,"173.62,176.3,finding modulus and everything."
667,0,"176.3,180.5,Now next we have increment and decrement."
668,0,"180.5,182.74,Let us have a look at this."
669,0,"182.74,185.9,This is a very interesting operator."
670,0,"185.9,188.1,So let us see."
671,0,"188.1,196.7,Now here what I do is I simply write it is a unary operator means we can"
672,0,"196.7,202.38,use it with a single variable we do not need a bc equal to nothing."
673,0,"202.38,210.9,Now a plus plus what this would do is it will increment the value by 1."
674,0,"210.9,216.06,So it will add 1 to it."
675,0,"216.06,220.42,Let us see just yeah."
676,0,"220.42,223.98,Okay let us have a look at it."
677,0,"224.02,231.42,So the original value was 12 it has incremented it to 13."
678,0,"231.42,234.5,But there is a difference."
679,0,"234.5,238.78,This is something that we need to understand."
680,0,"238.78,246.54,We can write it as a plus plus or plus plus a."
681,0,"246.54,249.18,It makes a difference."
682,0,"249.18,253.74,Now what difference it makes is when we write plus plus a it"
683,0,"253.74,259.94,means that it will increment it increment the value right there and then."
684,0,"259.94,263.22,So 12 here here the value is 13."
685,0,"263.22,266.1,So when we print a it is 13."
686,0,"266.1,276.26,But when we do a plus plus what it does is 12 still here the value is 12."
687,0,"276.26,282.94,But when it is used the next time that is when the value would be 13."
688,0,"282.94,285.22,Let me show you a difference."
689,0,"285.22,294.18,So what I will do is rather than using it here to prove my point I am going to use it here"
690,0,"294.18,297.18,a plus plus."
691,0,"297.18,306.06,Now let us see what would be the answer would it be 12 or 13 compile it."
692,0,"306.06,311.18,Let us see."
693,0,"311.42,314.26,12 still 12."
694,0,"314.26,323.94,Now if we see it here if I do a plus plus a then compile it."
695,0,"323.94,324.94,Okay."
696,0,"324.94,326.94,We need another plus."
697,0,"326.94,328.94,Okay plus plus a."
698,0,"328.94,329.94,Okay."
699,0,"329.94,339.42,If it shows an error here it is just because of the brackets as it is not able to differentiate"
700,0,"339.46,347.18,what is the arguments or what the plus exactly needs to combine just add the brackets here"
701,0,"347.18,348.18,that would help."
702,0,"348.18,350.18,Okay compile."
703,0,"350.18,356.7,Now plus plus a means it will do it right then and there it will increment it."
704,0,"356.7,357.9,13."
705,0,"357.9,369.38,Same goes for minus minus we use the subtraction sign here what it will do is."
706,0,"369.38,371.38,The answer would be 11."
707,0,"371.38,376.86,Now the last one the last one is conditional operator."
708,0,"376.86,396.94,Now what is the conditional operator just commenting it here conditional operator is this one."
709,0,"396.94,403.74,Now a question mark how do we use it well it is very interesting."
710,0,"403.74,411.94,So what we do is let us take a let us just 12 and 9 simple."
711,0,"411.94,415.3,Let us declare another variable call it result."
712,0,"415.3,422.1,Now what it will do is it will compare these two and give us a result."
713,0,"422.1,427.98,Now how result is equal to."
714,0,"427.98,434.38,Now here is where the expression goes expression we can use the logical operators that"
